"","TP","Abundance","Treatment","OTU","Habitat"
"1457",16,8,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1458",16,4,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1459",16,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1460",16,4,"Control","OTU19_Sarocladium","Rhizosphere"
"1461",16,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1462",16,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1463",16,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1464",16,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1465",16,6,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1466",16,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1467",16,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1468",16,2,"Control","OTU19_Sarocladium","Rhizosphere"
"1469",16,0,"Control","OTU19_Sarocladium","Rhizosphere"
"1470",16,3,"Control","OTU19_Sarocladium","Rhizosphere"
"1471",16,4,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1472",16,13,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1473",16,13,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1474",16,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1475",16,1,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1476",16,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1477",17,13,"Control","OTU19_Sarocladium","Root"
"1478",17,2,"Control","OTU19_Sarocladium","Root"
"1479",17,26,"Control","OTU19_Sarocladium","Root"
"1480",17,14,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1481",17,18,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1482",17,13,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1483",17,5,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1484",17,9,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1485",17,21,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1486",17,6,"Control","OTU19_Sarocladium","Root"
"1487",17,11,"Control","OTU19_Sarocladium","Root"
"1488",17,22,"Control","OTU19_Sarocladium","Root"
"1489",17,15,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1490",17,19,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1491",17,13,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1492",17,12,"Post_flowering_drought","OTU19_Sarocladium","Root"
"1493",17,19,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1494",17,22,"Pre_flowering_drought","OTU19_Sarocladium","Root"
"1495",17,5,"Control","OTU19_Sarocladium","Rhizosphere"
"1496",17,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1497",17,0,"Control","OTU19_Sarocladium","Rhizosphere"
"1498",17,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1499",17,3,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1500",17,9,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1501",17,12,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1502",17,4,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1503",17,0,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1504",17,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1505",17,0,"Control","OTU19_Sarocladium","Rhizosphere"
"1506",17,1,"Control","OTU19_Sarocladium","Rhizosphere"
"1507",17,7,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1508",17,12,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1509",17,10,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1510",17,2,"Post_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1511",17,5,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1512",17,2,"Pre_flowering_drought","OTU19_Sarocladium","Rhizosphere"
"1513",1,1,"Control","OTU32_Fusarium","Root"
"1514",1,6,"Control","OTU32_Fusarium","Root"
"1515",1,2,"Control","OTU32_Fusarium","Root"
"1516",1,3,"Control","OTU32_Fusarium","Root"
"1517",1,1,"Control","OTU32_Fusarium","Root"
"1518",1,5,"Control","OTU32_Fusarium","Root"
"1519",1,2,"Control","OTU32_Fusarium","Rhizosphere"
"1520",1,0,"Control","OTU32_Fusarium","Rhizosphere"
"1521",1,4,"Control","OTU32_Fusarium","Rhizosphere"
"1522",1,1,"Control","OTU32_Fusarium","Rhizosphere"
"1523",1,2,"Control","OTU32_Fusarium","Rhizosphere"
"1524",1,4,"Control","OTU32_Fusarium","Rhizosphere"
"1525",2,3,"Control","OTU32_Fusarium","Root"
"1526",2,3,"Control","OTU32_Fusarium","Root"
"1527",2,1,"Control","OTU32_Fusarium","Root"
"1528",2,1,"Control","OTU32_Fusarium","Root"
"1529",2,1,"Control","OTU32_Fusarium","Root"
"1530",2,7,"Control","OTU32_Fusarium","Root"
"1531",2,11,"Control","OTU32_Fusarium","Rhizosphere"
"1532",2,5,"Control","OTU32_Fusarium","Rhizosphere"
"1533",2,5,"Control","OTU32_Fusarium","Rhizosphere"
"1534",2,7,"Control","OTU32_Fusarium","Rhizosphere"
"1535",2,8,"Control","OTU32_Fusarium","Rhizosphere"
"1536",2,5,"Control","OTU32_Fusarium","Rhizosphere"
"1537",3,7,"Control","OTU32_Fusarium","Root"
"1538",3,13,"Control","OTU32_Fusarium","Root"
"1539",3,12,"Control","OTU32_Fusarium","Root"
"1540",3,20,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1541",3,17,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1542",3,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1543",3,20,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1544",3,8,"Control","OTU32_Fusarium","Root"
"1545",3,43,"Control","OTU32_Fusarium","Root"
"1546",3,11,"Control","OTU32_Fusarium","Root"
"1547",3,59,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1548",3,9,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1549",3,14,"Control","OTU32_Fusarium","Rhizosphere"
"1550",3,12,"Control","OTU32_Fusarium","Rhizosphere"
"1551",3,5,"Control","OTU32_Fusarium","Rhizosphere"
"1552",3,5,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1553",3,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1554",3,5,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1555",3,25,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1556",3,3,"Control","OTU32_Fusarium","Rhizosphere"
"1557",3,30,"Control","OTU32_Fusarium","Rhizosphere"
"1558",3,11,"Control","OTU32_Fusarium","Rhizosphere"
"1559",3,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1560",3,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1561",4,27,"Control","OTU32_Fusarium","Root"
"1562",4,32,"Control","OTU32_Fusarium","Root"
"1563",4,66,"Control","OTU32_Fusarium","Root"
"1564",4,13,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1565",4,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1566",4,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1567",4,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1568",4,12,"Control","OTU32_Fusarium","Root"
"1569",4,9,"Control","OTU32_Fusarium","Root"
"1570",4,29,"Control","OTU32_Fusarium","Root"
"1571",4,8,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1572",4,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1573",4,15,"Control","OTU32_Fusarium","Rhizosphere"
"1574",4,9,"Control","OTU32_Fusarium","Rhizosphere"
"1575",4,89,"Control","OTU32_Fusarium","Rhizosphere"
"1576",4,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1577",4,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1578",4,10,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1579",4,7,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1580",4,12,"Control","OTU32_Fusarium","Rhizosphere"
"1581",4,14,"Control","OTU32_Fusarium","Rhizosphere"
"1582",4,6,"Control","OTU32_Fusarium","Rhizosphere"
"1583",4,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1584",4,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1585",5,17,"Control","OTU32_Fusarium","Root"
"1586",5,31,"Control","OTU32_Fusarium","Root"
"1587",5,57,"Control","OTU32_Fusarium","Root"
"1588",5,17,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1589",5,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1590",5,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1591",5,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1592",5,18,"Control","OTU32_Fusarium","Root"
"1593",5,6,"Control","OTU32_Fusarium","Root"
"1594",5,30,"Control","OTU32_Fusarium","Root"
"1595",5,10,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1596",5,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1597",5,10,"Control","OTU32_Fusarium","Rhizosphere"
"1598",5,15,"Control","OTU32_Fusarium","Rhizosphere"
"1599",5,14,"Control","OTU32_Fusarium","Rhizosphere"
"1600",5,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1601",5,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1602",5,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1603",5,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1604",5,3,"Control","OTU32_Fusarium","Rhizosphere"
"1605",5,9,"Control","OTU32_Fusarium","Rhizosphere"
"1606",5,9,"Control","OTU32_Fusarium","Rhizosphere"
"1607",5,7,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1608",5,5,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1609",6,34,"Control","OTU32_Fusarium","Root"
"1610",6,15,"Control","OTU32_Fusarium","Root"
"1611",6,39,"Control","OTU32_Fusarium","Root"
"1612",6,7,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1613",6,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1614",6,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1615",6,12,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1616",6,11,"Control","OTU32_Fusarium","Root"
"1617",6,20,"Control","OTU32_Fusarium","Root"
"1618",6,23,"Control","OTU32_Fusarium","Root"
"1619",6,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1620",6,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1621",6,9,"Control","OTU32_Fusarium","Rhizosphere"
"1622",6,75,"Control","OTU32_Fusarium","Rhizosphere"
"1623",6,14,"Control","OTU32_Fusarium","Rhizosphere"
"1624",6,8,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1625",6,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1626",6,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1627",6,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1628",6,4,"Control","OTU32_Fusarium","Rhizosphere"
"1629",6,7,"Control","OTU32_Fusarium","Rhizosphere"
"1630",6,14,"Control","OTU32_Fusarium","Rhizosphere"
"1631",6,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1632",6,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1633",7,2,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1634",7,38,"Control","OTU32_Fusarium","Root"
"1635",7,26,"Control","OTU32_Fusarium","Root"
"1636",7,22,"Control","OTU32_Fusarium","Root"
"1637",7,31,"Control","OTU32_Fusarium","Root"
"1638",7,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1639",7,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1640",7,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1641",7,25,"Control","OTU32_Fusarium","Root"
"1642",7,30,"Control","OTU32_Fusarium","Root"
"1643",7,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1644",7,7,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1645",7,6,"Control","OTU32_Fusarium","Rhizosphere"
"1646",7,8,"Control","OTU32_Fusarium","Rhizosphere"
"1647",7,30,"Control","OTU32_Fusarium","Rhizosphere"
"1648",7,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1649",7,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1650",7,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1651",7,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1652",7,17,"Control","OTU32_Fusarium","Rhizosphere"
"1653",7,12,"Control","OTU32_Fusarium","Rhizosphere"
"1654",7,13,"Control","OTU32_Fusarium","Rhizosphere"
"1655",7,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1656",7,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1657",8,18,"Control","OTU32_Fusarium","Root"
"1658",8,29,"Control","OTU32_Fusarium","Root"
"1659",8,33,"Control","OTU32_Fusarium","Root"
"1660",8,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1661",8,21,"Post_flowering_drought","OTU32_Fusarium","Root"
"1662",8,52,"Post_flowering_drought","OTU32_Fusarium","Root"
"1663",8,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1664",8,0,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1665",8,24,"Control","OTU32_Fusarium","Root"
"1666",8,9,"Control","OTU32_Fusarium","Root"
"1667",8,32,"Control","OTU32_Fusarium","Root"
"1668",8,21,"Post_flowering_drought","OTU32_Fusarium","Root"
"1669",8,34,"Post_flowering_drought","OTU32_Fusarium","Root"
"1670",8,18,"Post_flowering_drought","OTU32_Fusarium","Root"
"1671",8,30,"Post_flowering_drought","OTU32_Fusarium","Root"
"1672",8,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1673",8,2,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1674",8,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1675",8,12,"Control","OTU32_Fusarium","Rhizosphere"
"1676",8,11,"Control","OTU32_Fusarium","Rhizosphere"
"1677",8,33,"Control","OTU32_Fusarium","Rhizosphere"
"1678",8,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1679",8,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1680",8,14,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1681",8,32,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1682",8,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1683",8,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1684",8,16,"Control","OTU32_Fusarium","Rhizosphere"
"1685",8,17,"Control","OTU32_Fusarium","Rhizosphere"
"1686",8,16,"Control","OTU32_Fusarium","Rhizosphere"
"1687",8,10,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1688",8,21,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1689",8,9,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1690",8,11,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1691",8,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1692",8,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1693",9,11,"Control","OTU32_Fusarium","Root"
"1694",9,23,"Control","OTU32_Fusarium","Root"
"1695",9,17,"Control","OTU32_Fusarium","Root"
"1696",9,20,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1697",9,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1698",9,13,"Post_flowering_drought","OTU32_Fusarium","Root"
"1699",9,54,"Post_flowering_drought","OTU32_Fusarium","Root"
"1700",9,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1701",9,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1702",9,34,"Control","OTU32_Fusarium","Root"
"1703",9,10,"Control","OTU32_Fusarium","Root"
"1704",9,32,"Control","OTU32_Fusarium","Root"
"1705",9,23,"Post_flowering_drought","OTU32_Fusarium","Root"
"1706",9,17,"Post_flowering_drought","OTU32_Fusarium","Root"
"1707",9,16,"Post_flowering_drought","OTU32_Fusarium","Root"
"1708",9,18,"Post_flowering_drought","OTU32_Fusarium","Root"
"1709",9,2,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1710",9,7,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1711",9,8,"Control","OTU32_Fusarium","Rhizosphere"
"1712",9,12,"Control","OTU32_Fusarium","Rhizosphere"
"1713",9,16,"Control","OTU32_Fusarium","Rhizosphere"
"1714",9,5,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1715",9,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1716",9,8,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1717",9,30,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1718",9,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1719",9,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1720",9,12,"Control","OTU32_Fusarium","Rhizosphere"
"1721",9,3,"Control","OTU32_Fusarium","Rhizosphere"
"1722",9,31,"Control","OTU32_Fusarium","Rhizosphere"
"1723",9,9,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1724",9,13,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1725",9,16,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1726",9,14,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1727",9,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1728",9,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1729",10,15,"Control","OTU32_Fusarium","Root"
"1730",10,6,"Control","OTU32_Fusarium","Root"
"1731",10,15,"Control","OTU32_Fusarium","Root"
"1732",10,9,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1733",10,10,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1734",10,12,"Post_flowering_drought","OTU32_Fusarium","Root"
"1735",10,21,"Post_flowering_drought","OTU32_Fusarium","Root"
"1736",10,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1737",10,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1738",10,3,"Control","OTU32_Fusarium","Root"
"1739",10,8,"Control","OTU32_Fusarium","Root"
"1740",10,23,"Control","OTU32_Fusarium","Root"
"1741",10,16,"Post_flowering_drought","OTU32_Fusarium","Root"
"1742",10,22,"Post_flowering_drought","OTU32_Fusarium","Root"
"1743",10,10,"Post_flowering_drought","OTU32_Fusarium","Root"
"1744",10,11,"Post_flowering_drought","OTU32_Fusarium","Root"
"1745",10,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1746",10,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1747",10,13,"Control","OTU32_Fusarium","Rhizosphere"
"1748",10,9,"Control","OTU32_Fusarium","Rhizosphere"
"1749",10,7,"Control","OTU32_Fusarium","Rhizosphere"
"1750",10,8,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1751",10,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1752",10,10,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1753",10,6,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1754",10,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1755",10,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1756",10,4,"Control","OTU32_Fusarium","Rhizosphere"
"1757",10,6,"Control","OTU32_Fusarium","Rhizosphere"
"1758",10,17,"Control","OTU32_Fusarium","Rhizosphere"
"1759",10,4,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1760",10,14,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1761",10,6,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1762",10,3,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1763",10,7,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1764",10,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1765",11,10,"Control","OTU32_Fusarium","Root"
"1766",11,9,"Control","OTU32_Fusarium","Root"
"1767",11,14,"Post_flowering_drought","OTU32_Fusarium","Root"
"1768",11,36,"Control","OTU32_Fusarium","Root"
"1769",11,4,"Control","OTU32_Fusarium","Root"
"1770",11,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1771",11,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1772",11,9,"Post_flowering_drought","OTU32_Fusarium","Root"
"1773",11,34,"Post_flowering_drought","OTU32_Fusarium","Root"
"1774",11,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1775",11,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1776",11,5,"Control","OTU32_Fusarium","Root"
"1777",11,12,"Control","OTU32_Fusarium","Root"
"1778",11,6,"Post_flowering_drought","OTU32_Fusarium","Root"
"1779",11,33,"Post_flowering_drought","OTU32_Fusarium","Root"
"1780",11,12,"Post_flowering_drought","OTU32_Fusarium","Root"
"1781",11,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1782",11,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1783",11,2,"Control","OTU32_Fusarium","Rhizosphere"
"1784",11,9,"Control","OTU32_Fusarium","Rhizosphere"
"1785",11,12,"Control","OTU32_Fusarium","Rhizosphere"
"1786",11,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1787",11,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1788",11,8,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1789",11,34,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1790",11,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1791",11,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1792",11,10,"Control","OTU32_Fusarium","Rhizosphere"
"1793",11,1,"Control","OTU32_Fusarium","Rhizosphere"
"1794",11,11,"Control","OTU32_Fusarium","Rhizosphere"
"1795",11,7,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1796",11,27,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1797",11,12,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1798",11,11,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1799",11,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1800",11,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1801",12,14,"Control","OTU32_Fusarium","Root"
"1802",12,13,"Control","OTU32_Fusarium","Root"
"1803",12,8,"Control","OTU32_Fusarium","Root"
"1804",12,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1805",12,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1806",12,6,"Post_flowering_drought","OTU32_Fusarium","Root"
"1807",12,53,"Post_flowering_drought","OTU32_Fusarium","Root"
"1808",12,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1809",12,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1810",12,11,"Control","OTU32_Fusarium","Root"
"1811",12,3,"Control","OTU32_Fusarium","Root"
"1812",12,11,"Control","OTU32_Fusarium","Root"
"1813",12,15,"Post_flowering_drought","OTU32_Fusarium","Root"
"1814",12,12,"Post_flowering_drought","OTU32_Fusarium","Root"
"1815",12,22,"Post_flowering_drought","OTU32_Fusarium","Root"
"1816",12,15,"Post_flowering_drought","OTU32_Fusarium","Root"
"1817",12,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1818",12,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1819",12,10,"Control","OTU32_Fusarium","Rhizosphere"
"1820",12,3,"Control","OTU32_Fusarium","Rhizosphere"
"1821",12,5,"Control","OTU32_Fusarium","Rhizosphere"
"1822",12,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1823",12,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1824",12,8,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1825",12,28,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1826",12,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1827",12,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1828",12,16,"Control","OTU32_Fusarium","Rhizosphere"
"1829",12,6,"Control","OTU32_Fusarium","Rhizosphere"
"1830",12,17,"Control","OTU32_Fusarium","Rhizosphere"
"1831",12,12,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1832",12,12,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1833",12,10,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1834",12,9,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1835",12,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1836",12,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1837",13,8,"Control","OTU32_Fusarium","Root"
"1838",13,10,"Control","OTU32_Fusarium","Root"
"1839",13,14,"Control","OTU32_Fusarium","Root"
"1840",13,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1841",13,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1842",13,13,"Post_flowering_drought","OTU32_Fusarium","Root"
"1843",13,23,"Post_flowering_drought","OTU32_Fusarium","Root"
"1844",13,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1845",13,7,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1846",13,3,"Control","OTU32_Fusarium","Root"
"1847",13,3,"Control","OTU32_Fusarium","Root"
"1848",13,18,"Control","OTU32_Fusarium","Root"
"1849",13,17,"Post_flowering_drought","OTU32_Fusarium","Root"
"1850",13,10,"Post_flowering_drought","OTU32_Fusarium","Root"
"1851",13,26,"Post_flowering_drought","OTU32_Fusarium","Root"
"1852",13,13,"Post_flowering_drought","OTU32_Fusarium","Root"
"1853",13,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1854",13,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1855",13,5,"Control","OTU32_Fusarium","Rhizosphere"
"1856",13,2,"Control","OTU32_Fusarium","Rhizosphere"
"1857",13,5,"Control","OTU32_Fusarium","Rhizosphere"
"1858",13,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1859",13,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1860",13,10,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1861",13,28,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1862",13,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1863",13,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1864",13,5,"Control","OTU32_Fusarium","Rhizosphere"
"1865",13,2,"Control","OTU32_Fusarium","Rhizosphere"
