"","Fungi","Relative_Abundance","Sampletime","Direction","Distance"
"650","Other",0,"TP1011","C",8
"651","Other",2,"TP0913","P",0
"652","Other",0,"TP1011","P",0
"653","Other",0,"TP0913","A",1
"654","Other",1,"TP1011","A",1
"655","Other",1,"TP0913","B",1
"656","Other",0,"TP1011","B",1
"657","Other",0,"TP0913","C",1
"658","Other",2,"TP1011","C",1
"659","Other",0,"TP0913","A",2
"660","Other",0,"TP1011","A",2
"661","Other",2,"TP0913","B",2
"662","Other",0,"TP1011","B",2
"663","Other",0,"TP0913","C",2
"664","Other",0,"TP1011","C",2
"665","Other",0,"TP0913","A",4
"666","Other",4,"TP1011","A",4
"667","Other",0,"TP0913","B",4
"668","Other",2,"TP1011","B",4
"669","Other",0,"TP0913","C",4
"670","Other",0,"TP1011","C",4
"671","Other",1,"TP0913","A",8
"672","Other",0,"TP1011","A",8
"673","Other",15,"TP0913","B",8
"674","Other",0,"TP1011","B",8
"675","Other",0,"TP0913","C",8
"676","Other",1,"TP1011","C",8
"677","Other",2496,"TP0913","P",0
"678","Other",211,"TP1011","P",0
"679","Other",2341,"TP0913","A",1
"680","Other",137,"TP1011","A",1
"681","Other",1227,"TP0913","B",1
"682","Other",559,"TP1011","B",1
"683","Other",2583,"TP0913","C",1
"684","Other",196,"TP1011","C",1
"685","Other",732,"TP0913","A",2
"686","Other",207,"TP1011","A",2
"687","Other",2585,"TP0913","B",2
"688","Other",1061,"TP1011","B",2
"689","Other",663,"TP0913","C",2
"690","Other",416,"TP1011","C",2
"691","Other",1914,"TP0913","A",4
"692","Other",498,"TP1011","A",4
"693","Other",1801,"TP0913","B",4
"694","Other",240,"TP1011","B",4
"695","Other",1537,"TP0913","C",4
"696","Other",364,"TP1011","C",4
"697","Other",5604,"TP0913","A",8
"698","Other",163,"TP1011","A",8
"699","Other",8187,"TP0913","B",8
"700","Other",432,"TP1011","B",8
"701","Other",1284,"TP0913","C",8
"702","Other",325,"TP1011","C",8
"703","Other",0,"TP0913","P",0
"704","Other",0,"TP1011","P",0
"705","Other",1,"TP0913","A",1
"706","Other",0,"TP1011","A",1
"707","Other",1,"TP0913","B",1
"708","Other",0,"TP1011","B",1
"709","Other",0,"TP0913","C",1
"710","Other",0,"TP1011","C",1
"711","Other",1,"TP0913","A",2
"712","Other",2,"TP1011","A",2
"713","Other",0,"TP0913","B",2
"714","Other",1,"TP1011","B",2
"715","Other",0,"TP0913","C",2
"716","Other",0,"TP1011","C",2
"717","Other",0,"TP0913","A",4
"718","Other",0,"TP1011","A",4
"719","Other",0,"TP0913","B",4
"720","Other",0,"TP1011","B",4
"721","Other",0,"TP0913","C",4
"722","Other",0,"TP1011","C",4
"723","Other",0,"TP0913","A",8
"724","Other",0,"TP1011","A",8
"725","Other",7,"TP0913","B",8
"726","Other",7,"TP1011","B",8
"727","Other",0,"TP0913","C",8
"728","Other",7,"TP1011","C",8
"729","Other",1,"TP0913","P",0
"730","Other",1,"TP1011","P",0
"731","Other",2,"TP0913","A",1
"732","Other",0,"TP1011","A",1
"733","Other",2,"TP0913","B",1
"734","Other",11,"TP1011","B",1
"735","Other",5,"TP0913","C",1
"736","Other",1,"TP1011","C",1
"737","Other",0,"TP0913","A",2
"738","Other",7,"TP1011","A",2
"739","Other",1,"TP0913","B",2
"740","Other",1,"TP1011","B",2
"741","Other",0,"TP0913","C",2
"742","Other",2,"TP1011","C",2
"743","Other",2,"TP0913","A",4
"744","Other",0,"TP1011","A",4
"745","Other",6,"TP0913","B",4
"746","Other",1,"TP1011","B",4
"747","Other",1,"TP0913","C",4
"748","Other",4,"TP1011","C",4
"749","Other",4,"TP0913","A",8
"750","Other",5,"TP1011","A",8
"751","Other",6,"TP0913","B",8
"752","Other",2,"TP1011","B",8
"753","Other",1,"TP0913","C",8
"754","Other",0,"TP1011","C",8
"755","Other",10,"TP0913","P",0
"756","Other",3,"TP1011","P",0
"757","Other",38,"TP0913","A",1
"758","Other",2,"TP1011","A",1
"759","Other",22,"TP0913","B",1
"760","Other",42,"TP1011","B",1
"761","Other",57,"TP0913","C",1
"762","Other",7,"TP1011","C",1
"763","Other",13,"TP0913","A",2
"764","Other",9,"TP1011","A",2
"765","Other",37,"TP0913","B",2
"766","Other",40,"TP1011","B",2
"767","Other",15,"TP0913","C",2
"768","Other",43,"TP1011","C",2
"769","Other",31,"TP0913","A",4
"770","Other",10,"TP1011","A",4
"771","Other",2,"TP0913","B",4
"772","Other",14,"TP1011","B",4
"773","Other",14,"TP0913","C",4
"774","Other",52,"TP1011","C",4
"775","Other",73,"TP0913","A",8
"776","Other",10,"TP1011","A",8
"777","Other",67,"TP0913","B",8
"778","Other",10,"TP1011","B",8
"779","Other",11,"TP0913","C",8
"780","Other",21,"TP1011","C",8
"781","Other",1695,"TP0913","P",0
"782","Other",988,"TP1011","P",0
"783","Other",2058,"TP0913","A",1
"784","Other",524,"TP1011","A",1
"785","Other",625,"TP0913","B",1
"786","Other",2196,"TP1011","B",1
"787","Other",1651,"TP0913","C",1
"788","Other",612,"TP1011","C",1
"789","Other",691,"TP0913","A",2
"790","Other",546,"TP1011","A",2
"791","Other",1082,"TP0913","B",2
"792","Other",3960,"TP1011","B",2
"793","Other",384,"TP0913","C",2
"794","Other",300,"TP1011","C",2
"795","Other",1510,"TP0913","A",4
"796","Other",4344,"TP1011","A",4
"797","Other",828,"TP0913","B",4
"798","Other",746,"TP1011","B",4
"799","Other",1398,"TP0913","C",4
"800","Other",1495,"TP1011","C",4
"801","Other",4173,"TP0913","A",8
"802","Other",522,"TP1011","A",8
"803","Other",4202,"TP0913","B",8
"804","Other",1418,"TP1011","B",8
"805","Other",663,"TP0913","C",8
"806","Other",852,"TP1011","C",8
"807","Other",0,"TP0913","P",0
"808","Other",7,"TP1011","P",0
"809","Other",0,"TP0913","A",1
"810","Other",1,"TP1011","A",1
"811","Other",0,"TP0913","B",1
"812","Other",1,"TP1011","B",1
"813","Other",0,"TP0913","C",1
"814","Other",0,"TP1011","C",1
"815","Other",0,"TP0913","A",2
"816","Other",2,"TP1011","A",2
"817","Other",0,"TP0913","B",2
"818","Other",4,"TP1011","B",2
"819","Other",0,"TP0913","C",2
"820","Other",0,"TP1011","C",2
"821","Other",1,"TP0913","A",4
"822","Other",4,"TP1011","A",4
"823","Other",0,"TP0913","B",4
"824","Other",0,"TP1011","B",4
"825","Other",0,"TP0913","C",4
"826","Other",0,"TP1011","C",4
"827","Other",4,"TP0913","A",8
"828","Other",2,"TP1011","A",8
"829","Other",18,"TP0913","B",8
"830","Other",5,"TP1011","B",8
"831","Other",0,"TP0913","C",8
"832","Other",0,"TP1011","C",8
"833","Other",0,"TP0913","P",0
"834","Other",8,"TP1011","P",0
"835","Other",0,"TP0913","A",1
"836","Other",0,"TP1011","A",1
"837","Other",1,"TP0913","B",1
"838","Other",2,"TP1011","B",1
"839","Other",0,"TP0913","C",1
"840","Other",1,"TP1011","C",1
"841","Other",0,"TP0913","A",2
"842","Other",2,"TP1011","A",2
"843","Other",0,"TP0913","B",2
"844","Other",2,"TP1011","B",2
"845","Other",0,"TP0913","C",2
"846","Other",1,"TP1011","C",2
"847","Other",0,"TP0913","A",4
"848","Other",0,"TP1011","A",4
"849","Other",0,"TP0913","B",4
"850","Other",0,"TP1011","B",4
"851","Other",0,"TP0913","C",4
"852","Other",0,"TP1011","C",4
"853","Other",2,"TP0913","A",8
"854","Other",3,"TP1011","A",8
"855","Other",3,"TP0913","B",8
"856","Other",2,"TP1011","B",8
"857","Other",0,"TP0913","C",8
"858","Other",1,"TP1011","C",8
"859","Other",21,"TP0913","P",0
"860","Other",8,"TP1011","P",0
"861","Other",9,"TP0913","A",1
"862","Other",3,"TP1011","A",1
"863","Other",8,"TP0913","B",1
"864","Other",38,"TP1011","B",1
"865","Other",15,"TP0913","C",1
"866","Other",1,"TP1011","C",1
"867","Other",2,"TP0913","A",2
"868","Other",8,"TP1011","A",2
"869","Other",39,"TP0913","B",2
"870","Other",8,"TP1011","B",2
"871","Other",4,"TP0913","C",2
"872","Other",8,"TP1011","C",2
"873","Other",3,"TP0913","A",4
"874","Other",25,"TP1011","A",4
"875","Other",24,"TP0913","B",4
"876","Other",4,"TP1011","B",4
"877","Other",5,"TP0913","C",4
"878","Other",2,"TP1011","C",4
"879","Other",8,"TP0913","A",8
"880","Other",4,"TP1011","A",8
"881","Other",183,"TP0913","B",8
"882","Other",29,"TP1011","B",8
"883","Other",3,"TP0913","C",8
"884","Other",2,"TP1011","C",8
"885","Other",0,"TP0913","P",0
"886","Other",0,"TP1011","P",0
"887","Other",0,"TP0913","A",1
"888","Other",0,"TP1011","A",1
"889","Other",0,"TP0913","B",1
"890","Other",0,"TP1011","B",1
"891","Other",0,"TP0913","C",1
"892","Other",0,"TP1011","C",1
"893","Other",0,"TP0913","A",2
"894","Other",0,"TP1011","A",2
"895","Other",0,"TP0913","B",2
"896","Other",0,"TP1011","B",2
"897","Other",0,"TP0913","C",2
"898","Other",0,"TP1011","C",2
"899","Other",0,"TP0913","A",4
"900","Other",0,"TP1011","A",4
"901","Other",0,"TP0913","B",4
"902","Other",1,"TP1011","B",4
"903","Other",0,"TP0913","C",4
"904","Other",0,"TP1011","C",4
"905","Other",0,"TP0913","A",8
"906","Other",0,"TP1011","A",8
"907","Other",0,"TP0913","B",8
"908","Other",0,"TP1011","B",8
"909","Other",0,"TP0913","C",8
"910","Other",0,"TP1011","C",8
"911","Other",1,"TP0913","P",0
"912","Other",7,"TP1011","P",0
"913","Other",1,"TP0913","A",1
"914","Other",3,"TP1011","A",1
"915","Other",1,"TP0913","B",1
"916","Other",5,"TP1011","B",1
"917","Other",2,"TP0913","C",1
"918","Other",3,"TP1011","C",1
"919","Other",0,"TP0913","A",2
"920","Other",3,"TP1011","A",2
"921","Other",1,"TP0913","B",2
"922","Other",3,"TP1011","B",2
"923","Other",2,"TP0913","C",2
"924","Other",1,"TP1011","C",2
"925","Other",11,"TP0913","A",4
"926","Other",1,"TP1011","A",4
"927","Other",0,"TP0913","B",4
"928","Other",4,"TP1011","B",4
"929","Other",4,"TP0913","C",4
"930","Other",15,"TP1011","C",4
"931","Other",1,"TP0913","A",8
"932","Other",1,"TP1011","A",8
"933","Other",0,"TP0913","B",8
"934","Other",4,"TP1011","B",8
"935","Other",1,"TP0913","C",8
"936","Other",2,"TP1011","C",8
"937","Other",3,"TP0913","P",0
"938","Other",2,"TP1011","P",0
"939","Other",4,"TP0913","A",1
"940","Other",1,"TP1011","A",1
"941","Other",3,"TP0913","B",1
"942","Other",1,"TP1011","B",1
"943","Other",4,"TP0913","C",1
"944","Other",0,"TP1011","C",1
"945","Other",1,"TP0913","A",2
"946","Other",0,"TP1011","A",2
"947","Other",1,"TP0913","B",2
"948","Other",2,"TP1011","B",2
"949","Other",0,"TP0913","C",2
"950","Other",3,"TP1011","C",2
"951","Other",0,"TP0913","A",4
"952","Other",1,"TP1011","A",4
"953","Other",0,"TP0913","B",4
"954","Other",1,"TP1011","B",4
"955","Other",0,"TP0913","C",4
"956","Other",0,"TP1011","C",4
"957","Other",18,"TP0913","A",8
"958","Other",0,"TP1011","A",8
"959","Other",11,"TP0913","B",8
"960","Other",4,"TP1011","B",8
"961","Other",7,"TP0913","C",8
"962","Other",7,"TP1011","C",8
"963","Other",34,"TP0913","P",0
"964","Other",82,"TP1011","P",0
"965","Other",24,"TP0913","A",1
"966","Other",34,"TP1011","A",1
"967","Other",4,"TP0913","B",1
"968","Other",150,"TP1011","B",1
"969","Other",29,"TP0913","C",1
"970","Other",17,"TP1011","C",1
"971","Other",0,"TP0913","A",2
"972","Other",8,"TP1011","A",2
"973","Other",18,"TP0913","B",2
"974","Other",76,"TP1011","B",2
"975","Other",0,"TP0913","C",2
"976","Other",11,"TP1011","C",2
"977","Other",31,"TP0913","A",4
"978","Other",141,"TP1011","A",4
"979","Other",18,"TP0913","B",4
"980","Other",41,"TP1011","B",4
"981","Other",13,"TP0913","C",4
"982","Other",88,"TP1011","C",4
"983","Other",76,"TP0913","A",8
"984","Other",26,"TP1011","A",8
"985","Other",77,"TP0913","B",8
"986","Other",118,"TP1011","B",8
"987","Other",8,"TP0913","C",8
"988","Other",41,"TP1011","C",8
"989","Other",0,"TP0913","P",0
"990","Other",0,"TP1011","P",0
"991","Other",0,"TP0913","A",1
"992","Other",0,"TP1011","A",1
"993","Other",1,"TP0913","B",1
"994","Other",0,"TP1011","B",1
"995","Other",0,"TP0913","C",1
"996","Other",0,"TP1011","C",1
"997","Other",0,"TP0913","A",2
"998","Other",0,"TP1011","A",2
"999","Other",1,"TP0913","B",2
"1000","Other",0,"TP1011","B",2
"1001","Other",1,"TP0913","C",2
"1002","Other",0,"TP1011","C",2
"1003","Other",0,"TP0913","A",4
"1004","Other",0,"TP1011","A",4
"1005","Other",0,"TP0913","B",4
"1006","Other",1,"TP1011","B",4
"1007","Other",0,"TP0913","C",4
"1008","Other",0,"TP1011","C",4
"1009","Other",0,"TP0913","A",8
"1010","Other",0,"TP1011","A",8
"1011","Other",0,"TP0913","B",8
"1012","Other",0,"TP1011","B",8
"1013","Other",0,"TP0913","C",8
"1014","Other",0,"TP1011","C",8
"1015","Other",3,"TP0913","P",0
"1016","Other",0,"TP1011","P",0
"1017","Other",10,"TP0913","A",1
"1018","Other",3,"TP1011","A",1
"1019","Other",4,"TP0913","B",1
"1020","Other",12,"TP1011","B",1
"1021","Other",4,"TP0913","C",1
"1022","Other",1,"TP1011","C",1
"1023","Other",2,"TP0913","A",2
"1024","Other",0,"TP1011","A",2
"1025","Other",5,"TP0913","B",2
"1026","Other",10,"TP1011","B",2
"1027","Other",4,"TP0913","C",2
"1028","Other",7,"TP1011","C",2
"1029","Other",4,"TP0913","A",4
"1030","Other",4,"TP1011","A",4
"1031","Other",0,"TP0913","B",4
"1032","Other",5,"TP1011","B",4
"1033","Other",1,"TP0913","C",4
"1034","Other",1,"TP1011","C",4
"1035","Other",20,"TP0913","A",8
"1036","Other",3,"TP1011","A",8
"1037","Other",22,"TP0913","B",8
"1038","Other",6,"TP1011","B",8
"1039","Other",6,"TP0913","C",8
"1040","Other",1,"TP1011","C",8
"1041","Other",0,"TP0913","P",0
"1042","Other",0,"TP1011","P",0
"1043","Other",0,"TP0913","A",1
"1044","Other",0,"TP1011","A",1
"1045","Other",0,"TP0913","B",1
"1046","Other",0,"TP1011","B",1
"1047","Other",0,"TP0913","C",1
"1048","Other",0,"TP1011","C",1
"1049","Other",0,"TP0913","A",2
"1050","Other",0,"TP1011","A",2
"1051","Other",1,"TP0913","B",2
"1052","Other",0,"TP1011","B",2
"1053","Other",0,"TP0913","C",2
"1054","Other",0,"TP1011","C",2
"1055","Other",0,"TP0913","A",4
"1056","Other",0,"TP1011","A",4
"1057","Other",0,"TP0913","B",4
"1058","Other",6,"TP1011","B",4
"1059","Other",0,"TP0913","C",4
"1060","Other",0,"TP1011","C",4
"1061","Other",0,"TP0913","A",8
"1062","Other",2,"TP1011","A",8
"1063","Other",0,"TP0913","B",8
"1064","Other",0,"TP1011","B",8
"1065","Other",0,"TP0913","C",8
"1066","Other",1,"TP1011","C",8
"1067","Other",0,"TP0913","P",0
"1068","Other",6,"TP1011","P",0
"1069","Other",0,"TP0913","A",1
"1070","Other",1,"TP1011","A",1
"1071","Other",0,"TP0913","B",1
"1072","Other",0,"TP1011","B",1
"1073","Other",0,"TP0913","C",1
"1074","Other",0,"TP1011","C",1
"1075","Other",0,"TP0913","A",2
"1076","Other",0,"TP1011","A",2
"1077","Other",0,"TP0913","B",2
"1078","Other",1,"TP1011","B",2
"1079","Other",0,"TP0913","C",2
"1080","Other",0,"TP1011","C",2
"1081","Other",3,"TP0913","A",4
"1082","Other",0,"TP1011","A",4
"1083","Other",1,"TP0913","B",4
"1084","Other",0,"TP1011","B",4
"1085","Other",0,"TP0913","C",4
"1086","Other",2,"TP1011","C",4
"1087","Other",0,"TP0913","A",8
"1088","Other",0,"TP1011","A",8
"1089","Other",6,"TP0913","B",8
"1090","Other",0,"TP1011","B",8
"1091","Other",0,"TP0913","C",8
"1092","Other",0,"TP1011","C",8
"1093","Other",801,"TP0913","P",0
"1094","Other",261,"TP1011","P",0
"1095","Other",1484,"TP0913","A",1
"1096","Other",213,"TP1011","A",1
"1097","Other",338,"TP0913","B",1
"1098","Other",901,"TP1011","B",1
"1099","Other",1827,"TP0913","C",1
"1100","Other",504,"TP1011","C",1
"1101","Other",560,"TP0913","A",2
"1102","Other",232,"TP1011","A",2
"1103","Other",696,"TP0913","B",2
"1104","Other",859,"TP1011","B",2
"1105","Other",484,"TP0913","C",2
"1106","Other",326,"TP1011","C",2
"1107","Other",779,"TP0913","A",4
"1108","Other",516,"TP1011","A",4
"1109","Other",419,"TP0913","B",4
"1110","Other",358,"TP1011","B",4
"1111","Other",734,"TP0913","C",4
"1112","Other",768,"TP1011","C",4
"1113","Other",2088,"TP0913","A",8
"1114","Other",216,"TP1011","A",8
"1115","Other",1521,"TP0913","B",8
"1116","Other",313,"TP1011","B",8
"1117","Other",348,"TP0913","C",8
"1118","Other",249,"TP1011","C",8
"1119","Other",0,"TP0913","P",0
"1120","Other",0,"TP1011","P",0
"1121","Other",0,"TP0913","A",1
"1122","Other",0,"TP1011","A",1
"1123","Other",0,"TP0913","B",1
"1124","Other",0,"TP1011","B",1
"1125","Other",0,"TP0913","C",1
"1126","Other",0,"TP1011","C",1
"1127","Other",0,"TP0913","A",2
"1128","Other",0,"TP1011","A",2
"1129","Other",0,"TP0913","B",2
"1130","Other",0,"TP1011","B",2
"1131","Other",0,"TP0913","C",2
"1132","Other",0,"TP1011","C",2
"1133","Other",0,"TP0913","A",4
"1134","Other",0,"TP1011","A",4
"1135","Other",0,"TP0913","B",4
"1136","Other",0,"TP1011","B",4
"1137","Other",0,"TP0913","C",4
"1138","Other",0,"TP1011","C",4
"1139","Other",3,"TP0913","A",8
"1140","Other",0,"TP1011","A",8
"1141","Other",0,"TP0913","B",8
"1142","Other",0,"TP1011","B",8
"1143","Other",0,"TP0913","C",8
"1144","Other",0,"TP1011","C",8
"1145","Other",0,"TP0913","P",0
"1146","Other",0,"TP1011","P",0
"1147","Other",1,"TP0913","A",1
"1148","Other",0,"TP1011","A",1
"1149","Other",0,"TP0913","B",1
"1150","Other",0,"TP1011","B",1
"1151","Other",0,"TP0913","C",1
"1152","Other",0,"TP1011","C",1
"1153","Other",0,"TP0913","A",2
"1154","Other",0,"TP1011","A",2
"1155","Other",0,"TP0913","B",2
"1156","Other",5,"TP1011","B",2
"1157","Other",0,"TP0913","C",2
"1158","Other",0,"TP1011","C",2
"1159","Other",0,"TP0913","A",4
"1160","Other",0,"TP1011","A",4
"1161","Other",0,"TP0913","B",4
"1162","Other",0,"TP1011","B",4
"1163","Other",0,"TP0913","C",4
"1164","Other",0,"TP1011","C",4
"1165","Other",0,"TP0913","A",8
"1166","Other",3,"TP1011","A",8
"1167","Other",0,"TP0913","B",8
"1168","Other",0,"TP1011","B",8
"1169","Other",0,"TP0913","C",8
"1170","Other",0,"TP1011","C",8
"1171","Other",2,"TP0913","P",0
"1172","Other",15,"TP1011","P",0
"1173","Other",11,"TP0913","A",1
"1174","Other",1,"TP1011","A",1
"1175","Other",4,"TP0913","B",1
"1176","Other",57,"TP1011","B",1
"1177","Other",19,"TP0913","C",1
"1178","Other",9,"TP1011","C",1
"1179","Other",0,"TP0913","A",2
"1180","Other",3,"TP1011","A",2
"1181","Other",1,"TP0913","B",2
"1182","Other",3,"TP1011","B",2
"1183","Other",0,"TP0913","C",2
"1184","Other",0,"TP1011","C",2
"1185","Other",8,"TP0913","A",4
"1186","Other",16,"TP1011","A",4
"1187","Other",12,"TP0913","B",4
"1188","Other",26,"TP1011","B",4
"1189","Other",2,"TP0913","C",4
"1190","Other",11,"TP1011","C",4
"1191","Other",17,"TP0913","A",8
"1192","Other",0,"TP1011","A",8
"1193","Other",18,"TP0913","B",8
"1194","Other",16,"TP1011","B",8
"1195","Other",3,"TP0913","C",8
"1196","Other",4,"TP1011","C",8
"1197","Other",0,"TP0913","P",0
"1198","Other",0,"TP1011","P",0
"1199","Other",0,"TP0913","A",1
"1200","Other",0,"TP1011","A",1
"1201","Other",0,"TP0913","B",1
"1202","Other",0,"TP1011","B",1
"1203","Other",0,"TP0913","C",1
"1204","Other",0,"TP1011","C",1
"1205","Other",0,"TP0913","A",2
"1206","Other",0,"TP1011","A",2
"1207","Other",0,"TP0913","B",2
"1208","Other",0,"TP1011","B",2
"1209","Other",0,"TP0913","C",2
"1210","Other",0,"TP1011","C",2
"1211","Other",0,"TP0913","A",4
"1212","Other",1,"TP1011","A",4
"1213","Other",0,"TP0913","B",4
"1214","Other",0,"TP1011","B",4
"1215","Other",0,"TP0913","C",4
"1216","Other",0,"TP1011","C",4
"1217","Other",0,"TP0913","A",8
"1218","Other",0,"TP1011","A",8
"1219","Other",0,"TP0913","B",8
"1220","Other",0,"TP1011","B",8
"1221","Other",0,"TP0913","C",8
"1222","Other",0,"TP1011","C",8
"1223","Other",0,"TP0913","P",0
"1224","Other",0,"TP1011","P",0
"1225","Other",2,"TP0913","A",1
"1226","Other",0,"TP1011","A",1
"1227","Other",0,"TP0913","B",1
"1228","Other",0,"TP1011","B",1
"1229","Other",3,"TP0913","C",1
"1230","Other",0,"TP1011","C",1
"1231","Other",0,"TP0913","A",2
"1232","Other",0,"TP1011","A",2
"1233","Other",0,"TP0913","B",2
"1234","Other",0,"TP1011","B",2
"1235","Other",0,"TP0913","C",2
"1236","Other",0,"TP1011","C",2
"1237","Other",0,"TP0913","A",4
"1238","Other",0,"TP1011","A",4
"1239","Other",0,"TP0913","B",4
"1240","Other",0,"TP1011","B",4
"1241","Other",0,"TP0913","C",4
"1242","Other",0,"TP1011","C",4
"1243","Other",0,"TP0913","A",8
"1244","Other",0,"TP1011","A",8
"1245","Other",0,"TP0913","B",8
"1246","Other",0,"TP1011","B",8
"1247","Other",0,"TP0913","C",8
"1248","Other",0,"TP1011","C",8
"1249","Other",9,"TP0913","P",0
"1250","Other",13,"TP1011","P",0
"1251","Other",15,"TP0913","A",1
"1252","Other",1,"TP1011","A",1
"1253","Other",3,"TP0913","B",1
"1254","Other",25,"TP1011","B",1
"1255","Other",17,"TP0913","C",1
"1256","Other",7,"TP1011","C",1
"1257","Other",1,"TP0913","A",2
"1258","Other",2,"TP1011","A",2
"1259","Other",19,"TP0913","B",2
"1260","Other",15,"TP1011","B",2
"1261","Other",3,"TP0913","C",2
"1262","Other",1,"TP1011","C",2
"1263","Other",19,"TP0913","A",4
"1264","Other",6,"TP1011","A",4
"1265","Other",15,"TP0913","B",4
"1266","Other",5,"TP1011","B",4
"1267","Other",4,"TP0913","C",4
"1268","Other",4,"TP1011","C",4
"1269","Other",28,"TP0913","A",8
"1270","Other",11,"TP1011","A",8
"1271","Other",30,"TP0913","B",8
"1272","Other",8,"TP1011","B",8
"1273","Other",7,"TP0913","C",8
"1274","Other",8,"TP1011","C",8
"1275","Other",0,"TP0913","P",0
"1276","Other",0,"TP1011","P",0
"1277","Other",0,"TP0913","A",1
"1278","Other",1,"TP1011","A",1
"1279","Other",0,"TP0913","B",1
"1280","Other",0,"TP1011","B",1
"1281","Other",0,"TP0913","C",1
"1282","Other",0,"TP1011","C",1
"1283","Other",0,"TP0913","A",2
"1284","Other",1,"TP1011","A",2
"1285","Other",0,"TP0913","B",2
"1286","Other",0,"TP1011","B",2
"1287","Other",0,"TP0913","C",2
"1288","Other",0,"TP1011","C",2
"1289","Other",0,"TP0913","A",4
"1290","Other",7,"TP1011","A",4
"1291","Other",0,"TP0913","B",4
"1292","Other",0,"TP1011","B",4
"1293","Other",0,"TP0913","C",4
"1294","Other",0,"TP1011","C",4
"1295","Other",0,"TP0913","A",8
"1296","Other",0,"TP1011","A",8
"1297","Other",2,"TP0913","B",8
"1298","Other",91,"TP1011","B",8
"1299","Other",0,"TP0913","C",8
"1300","Other",0,"TP1011","C",8
"1301","Other",0,"TP0913","P",0
"1302","Other",1,"TP1011","P",0
"1303","Other",0,"TP0913","A",1
"1304","Other",2,"TP1011","A",1
"1305","Other",3,"TP0913","B",1
"1306","Other",11,"TP1011","B",1
"1307","Other",4,"TP0913","C",1
"1308","Other",2,"TP1011","C",1
"1309","Other",0,"TP0913","A",2
"1310","Other",0,"TP1011","A",2
"1311","Other",2,"TP0913","B",2
"1312","Other",1,"TP1011","B",2
"1313","Other",1,"TP0913","C",2
"1314","Other",1,"TP1011","C",2
"1315","Other",4,"TP0913","A",4
"1316","Other",1,"TP1011","A",4
"1317","Other",6,"TP0913","B",4
"1318","Other",3,"TP1011","B",4
"1319","Other",1,"TP0913","C",4
"1320","Other",0,"TP1011","C",4
"1321","Other",1,"TP0913","A",8
"1322","Other",0,"TP1011","A",8
"1323","Other",1,"TP0913","B",8
"1324","Other",6,"TP1011","B",8
"1325","Other",0,"TP0913","C",8
"1326","Other",0,"TP1011","C",8
"1327","Other",0,"TP0913","P",0
"1328","Other",1,"TP1011","P",0
"1329","Other",0,"TP0913","A",1
"1330","Other",0,"TP1011","A",1
"1331","Other",0,"TP0913","B",1
"1332","Other",0,"TP1011","B",1
"1333","Other",1,"TP0913","C",1
